book,author,rating_count,page_count,genre,is_volume,author_work_count,author_sex,author_avg_rating,author_rating_count,book_size
euclid's window: the story of geometry from parallel lines to hyperspace,leonard mlodinow,1802,308,science,no,20,male,4.02,100118,average
the upright thinkers: the human journey from living in trees to understanding the cosmos,leonard mlodinow,1556,352,science,no,20,male,4.02,100118,average
the drunkard's walk: how randomness rules our lives,leonard mlodinow,19216,252,nonfiction,no,20,male,4.02,100118,average
a dark champion,kinley macgregor,3367,373,romance-historical romance,yes,21,female,4.08,65565,average
taming the scotsman,kinley macgregor,5404,374,romance-historical romance,yes,21,female,4.08,65565,average
the warrior,kinley macgregor,2872,344,romance-historical romance,yes,21,female,4.08,65565,average
master of seduction,kinley macgregor,1661,352,romance-historical romance,yes,21,female,4.08,65565,average
master of desire,kinley macgregor,7208,376,romance-historical romance,yes,21,female,4.08,65565,average
born in sin,kinley macgregor,8624,372,romance-historical romance,yes,21,female,4.08,65565,average
claiming the highlander,kinley macgregor,5551,373,romance-historical romance,yes,21,female,4.08,65565,average
stephanie's ponytail,robert munsch,3538,24,childrens-picture books,no,133,male,4.29,291551,light
thomas' snowsuit,robert munsch,3419,24,childrens-picture books,no,133,male,4.29,291551,light
i have to go!,robert munsch,2646,24,childrens-picture books,no,133,male,4.29,291551,light
love you forever,robert munsch,196567,32,childrens-picture books,no,133,male,4.29,291551,light
the paper bag princess,robert munsch,47030,32,childrens-picture books,no,133,male,4.29,291551,light
arrow of god,chinua achebe,5062,230,fiction,yes,88,male,3.68,302648,average
a man of the people,chinua achebe,3741,160,fiction,no,88,male,3.68,302648,average
no longer at ease,chinua achebe,7562,196,fiction,yes,88,male,3.68,302648,average
things fall apart,chinua achebe,277920,209,fiction,yes,88,male,3.68,302648,average
the miracle of castel di sangro: a tale of passion and folly in the heart of italy,joe mcginniss,3436,404,sports-sports,no,19,male,4.06,37515,average
fatal vision,joe mcginniss,22141,684,crime-true crime,no,19,male,4.06,37515,bulky
the bell,iris murdoch,6079,296,fiction,no,76,female,3.82,66757,average
the philosopher's pupil,iris murdoch,1030,560,fiction,no,76,female,3.82,66757,bulky
a fairly honourable defeat,iris murdoch,1718,432,fiction,no,76,female,3.82,66757,average
under the net,iris murdoch,12491,252,fiction,no,76,female,3.82,66757,average
the unicorn,iris murdoch,2429,270,fiction,no,76,female,3.82,66757,average
nuns and soldiers,iris murdoch,626,512,fiction,no,76,female,3.82,66757,average
the green knight,iris murdoch,1337,480,fiction,no,76,female,3.82,66757,average
"the sea, the sea",iris murdoch,15766,528,fiction,no,76,female,3.82,66757,average
the emperor's plague,kevin j. anderson,1595,224,media tie in-star wars,yes,539,male,3.76,420965,average
clockwork angels,kevin j. anderson,2841,315,fantasy,yes,539,male,3.76,420965,average
ground zero,kevin j. anderson,1967,304,science fiction,yes,539,male,3.76,420965,average
ill wind,kevin j. anderson,718,576,science fiction,no,539,male,3.76,420965,bulky
resurrection inc,kevin j. anderson,408,296,science fiction,no,539,male,3.76,420965,average
lightsabers,kevin j. anderson,2759,240,media tie in-star wars,yes,539,male,3.76,420965,average
tales of the bounty hunters,kevin j. anderson,7031,339,media tie in-star wars,yes,539,male,3.76,420965,average
jedi bounty,kevin j. anderson,1663,231,media tie in-star wars,yes,539,male,3.76,420965,average
the lost ones,kevin j. anderson,2582,240,media tie in-star wars,yes,539,male,3.76,420965,average
jedi under siege,kevin j. anderson,2115,240,media tie in-star wars,yes,539,male,3.76,420965,average
shadow academy,kevin j. anderson,3100,225,media tie in-star wars,yes,539,male,3.76,420965,average
return to ord mantell,kevin j. anderson,1609,240,media tie in-star wars,yes,539,male,3.76,420965,average
trouble on cloud city,kevin j. anderson,1514,183,media tie in-star wars,yes,539,male,3.76,420965,average
crisis at crystal reef,kevin j. anderson,1458,224,media tie in-star wars,yes,539,male,3.76,420965,average
delusions of grandeur,kevin j. anderson,1697,240,media tie in-star wars,yes,539,male,3.76,420965,average
diversity alliance,kevin j. anderson,1723,240,media tie in-star wars,yes,539,male,3.76,420965,average
shards of alderaan,kevin j. anderson,2035,240,media tie in-star wars,yes,539,male,3.76,420965,average
darkest knight,kevin j. anderson,2235,240,media tie in-star wars,yes,539,male,3.76,420965,average
heirs of the force,kevin j. anderson,3720,240,media tie in-star wars,yes,539,male,3.76,420965,average
ignition,kevin j. anderson,169,402,science fiction,no,539,male,3.76,420965,average
kallocain,karin boye,5909,193,classics,no,64,female,3.79,7493,average
the better part of darkness,kelly gay,5668,394,fantasy-urban fantasy,yes,12,female,3.94,18000,average
inhuman,kat falls,6080,378,science fiction-dystopia,yes,7,female,3.97,24480,average
rip tide,kat falls,4248,320,young adult,yes,7,female,3.97,24480,average
dark life,kat falls,13762,304,young adult,yes,7,female,3.97,24480,average
my life on the road,gloria steinem,26248,276,nonfiction,no,75,female,4.0,63168,average
outrageous acts and everyday rebellions,gloria steinem,3854,432,feminism,yes,75,female,4.0,63168,average
revolution from within: a book of self-esteem,gloria steinem,2046,432,feminism,no,75,female,4.0,63168,average
you just don't understand: women and men in conversation,deborah tannen,5481,352,nonfiction,no,43,female,3.79,11279,average
you were always mom's favorite!: sisters in conversation throughout their lives,deborah tannen,505,256,nonfiction,no,43,female,3.79,11279,average
you're wearing that?: understanding mothers and daughters in conversation,deborah tannen,1222,304,nonfiction,no,43,female,3.79,11279,average
that's not what i meant!,deborah tannen,1410,224,nonfiction,no,43,female,3.79,11279,average
"the melancholy of haruhi suzumiya, vol. 1",nagaru tanigawa,3948,208,sequential art-manga,yes,103,male,3.97,24223,average
the melancholy of haruhi suzumiya,nagaru tanigawa,3947,202,novels-light novel,yes,103,male,3.97,24223,average
æ¶¼å®®ãã«ãã®æ´èµ° [suzumiya haruhi no båså],nagaru tanigawa,1041,327,novels-light novel,yes,103,male,3.97,24223,average
the boredom of haruhi suzumiya,nagaru tanigawa,1548,224,novels-light novel,yes,103,male,3.97,24223,average
the sigh of haruhi suzumiya,nagaru tanigawa,1801,208,novels-light novel,yes,103,male,3.97,24223,average
"the melancholy of haruhi suzumiya, vol. 12",nagaru tanigawa,142,176,sequential art-manga,yes,103,male,3.97,24223,average
"the melancholy of haruhi suzumiya, vol. 11",nagaru tanigawa,173,176,sequential art-manga,yes,103,male,3.97,24223,average
"the melancholy of haruhi suzumiya, vol. 10",nagaru tanigawa,190,176,sequential art-manga,yes,103,male,3.97,24223,average
"the melancholy of haruhi suzumiya, vol. 9",nagaru tanigawa,211,176,sequential art-manga,yes,103,male,3.97,24223,average
the disappearance of haruhi suzumiya,nagaru tanigawa,1707,192,novels-light novel,yes,103,male,3.97,24223,average
"the melancholy of haruhi suzumiya, vol. 8",nagaru tanigawa,236,176,sequential art-manga,yes,103,male,3.97,24223,average
"the melancholy of haruhi suzumiya, vol. 7",nagaru tanigawa,236,192,sequential art-manga,yes,103,male,3.97,24223,average
"the melancholy of haruhi suzumiya, vol. 6",nagaru tanigawa,274,192,sequential art-manga,yes,103,male,3.97,24223,average
"the melancholy of haruhi suzumiya, vol. 5",nagaru tanigawa,320,192,sequential art-manga,yes,103,male,3.97,24223,average
"the melancholy of haruhi suzumiya, vol. 4",nagaru tanigawa,364,192,sequential art-manga,yes,103,male,3.97,24223,average
"the melancholy of haruhi suzumiya, vol. 3",nagaru tanigawa,512,176,sequential art-manga,yes,103,male,3.97,24223,average
"the melancholy of haruhi suzumiya, vol. 2",nagaru tanigawa,780,176,sequential art-manga,yes,103,male,3.97,24223,average
"the melancholy of suzumiya haruhi-chan: the untold adventures of the sos brigade, vol. 01",nagaru tanigawa,246,159,sequential art-manga,yes,103,male,3.97,24223,average
"the melancholy of suzumiya haruhi-chan: the untold adventures of the sos brigade, vol. 05",nagaru tanigawa,53,160,sequential art-manga,yes,103,male,3.97,24223,average
'rommel?' 'gunner who?': a confrontation in the desert,spike milligan,2124,209,humor,yes,138,male,4.0,22191,average
puckoon,spike milligan,2824,160,humor,no,138,male,4.0,22191,average
monty: his part in my victory,spike milligan,1515,127,humor,yes,138,male,4.0,22191,light
adolf hitler: my part in his downfall,spike milligan,5849,144,humor,yes,138,male,4.0,22191,light
the breaks of the game,david halberstam,10392,467,sports-sports,no,69,male,4.16,68359,average
the best and the brightest,david halberstam,9937,688,history,no,69,male,4.16,68359,bulky
the fifties,david halberstam,5183,800,history,no,69,male,4.16,68359,bulky
firehouse,david halberstam,1261,208,nonfiction,no,69,male,4.16,68359,average
summer of '49,david halberstam,8194,354,sports-sports,no,69,male,4.16,68359,average
the education of a coach,david halberstam,4476,288,sports-sports,no,69,male,4.16,68359,average
the children,david halberstam,1067,785,history,no,69,male,4.16,68359,bulky
the reckoning,david halberstam,1016,800,history,no,69,male,4.16,68359,bulky
the teammates: a portrait of a friendship,david halberstam,4957,224,sports-sports,no,69,male,4.16,68359,average
the way things work,david macaulay,2477,384,nonfiction,no,52,male,4.11,25919,average
the wedding planner's daughter,coleen murtagh paratore,5540,208,realistic fiction,yes,25,female,3.96,14180,average
"from willa, with love",coleen murtagh paratore,732,208,romance,yes,25,female,3.96,14180,average
the cupid chronicles,coleen murtagh paratore,2715,207,realistic fiction,yes,25,female,3.96,14180,average
firefox,craig thomas,5499,359,fiction,yes,52,male,3.8,8816,average
doodsvijanden,craig thomas,110,391,thriller,yes,52,male,3.8,8816,average
will in the world: how shakespeare became shakespeare,stephen greenblatt,7784,438,biography,no,97,male,3.99,59079,average
the swerve: how the world became modern,stephen greenblatt,26376,356,history,no,97,male,3.99,59079,average
big mushy happy lump,sarah andersen,19276,128,sequential art-graphic novels,yes,13,female,4.14,135301,light
herding cats,sarah andersen,13851,112,sequential art-graphic novels,yes,13,female,4.14,135301,light
adulthood is a myth,sarah andersen,100973,112,sequential art-graphic novels,yes,13,female,4.14,135301,light
answer to job,c.g. jung,1250,144,psychology,no,568,male,4.21,119194,light
man and his symbols,c.g. jung,19657,415,psychology,no,568,male,4.21,119194,average
dreams,c.g. jung,2387,337,psychology,no,568,male,4.21,119194,average
modern man in search of a soul,c.g. jung,8027,244,psychology,no,568,male,4.21,119194,average
the essential jung: selected writings,c.g. jung,1496,448,psychology,no,568,male,4.21,119194,average
the archetypes and the collective unconscious,c.g. jung,4916,550,psychology,yes,568,male,4.21,119194,bulky
the undiscovered self,c.g. jung,7277,112,psychology,no,568,male,4.21,119194,light
"memories, dreams, reflections",c.g. jung,23353,430,psychology,no,568,male,4.21,119194,average
the red book: liber novus,c.g. jung,3362,371,psychology,no,568,male,4.21,119194,average
the endless steppe: growing up in siberia,esther hautzig,5148,256,historical-historical fiction,no,18,female,3.98,5347,average
shaman's crossing,robin hobb,20121,591,fantasy,yes,257,female,4.2,1164489,bulky
renegade's magic,robin hobb,13944,691,fantasy,yes,257,female,4.2,1164489,bulky
forest mage,robin hobb,16037,718,fantasy,yes,257,female,4.2,1164489,bulky
"the complete liveship traders trilogy: ship of magic, the mad ship, ship of destiny",robin hobb,3246,1861,fantasy,yes,257,female,4.2,1164489,bulky
"the complete tawny man trilogy: fool's errand, the golden fool, fool's fate",robin hobb,3760,2133,fantasy,yes,257,female,4.2,1164489,bulky
o punhal do soberano,robin hobb,1777,364,fantasy,yes,257,female,4.2,1164489,average
sangue do assassino,robin hobb,127,372,fantasy,yes,257,female,4.2,1164489,average
a vinganã§a do assassino,robin hobb,473,441,fantasy,yes,257,female,4.2,1164489,average
a corte dos traidores,robin hobb,599,348,fantasy,yes,257,female,4.2,1164489,average
a demanda do visionã¡rio,robin hobb,427,476,fantasy,yes,257,female,4.2,1164489,average
os dilemas do assassino,robin hobb,139,364,fantasy,yes,257,female,4.2,1164489,average
assassin's apprentice,robin hobb,224809,435,fantasy,yes,257,female,4.2,1164489,average
royal assassin,robin hobb,144156,675,fantasy,yes,257,female,4.2,1164489,bulky
ship of magic,robin hobb,58812,880,fantasy,yes,257,female,4.2,1164489,bulky
fool's fate,robin hobb,61888,914,fantasy,yes,257,female,4.2,1164489,bulky
ship of destiny,robin hobb,54638,789,fantasy,yes,257,female,4.2,1164489,bulky
fool's errand,robin hobb,72399,661,fantasy,yes,257,female,4.2,1164489,bulky
the mad ship,robin hobb,47277,906,fantasy,yes,257,female,4.2,1164489,bulky
golden fool,robin hobb,63088,709,fantasy,yes,257,female,4.2,1164489,bulky
assassin's quest,robin hobb,112457,757,fantasy,yes,257,female,4.2,1164489,bulky
assassin's apprentice / royal assassin,robin hobb,7335,448,fantasy,yes,257,female,4.2,1164489,average
fool's quest,robin hobb,29560,757,fantasy,yes,257,female,4.2,1164489,bulky
assassin's fate,robin hobb,26019,847,fantasy,yes,257,female,4.2,1164489,bulky
fool's assassin,robin hobb,40758,706,fantasy,yes,257,female,4.2,1164489,bulky
the farseer trilogy,robin hobb,18330,1952,fantasy,yes,257,female,4.2,1164489,bulky
the dragon keeper,robin hobb,32905,553,fantasy,yes,257,female,4.2,1164489,bulky
burning alive,shannon k. butcher,5399,358,romance-paranormal romance,yes,28,female,4.0,44387,average
living nightmare,shannon k. butcher,2727,344,romance-paranormal romance,yes,28,female,4.0,44387,average
finding the lost,shannon k. butcher,3089,355,romance-paranormal romance,yes,28,female,4.0,44387,average
running scared,shannon k. butcher,2853,373,romance-paranormal romance,yes,28,female,4.0,44387,average
blood hunt,shannon k. butcher,2262,363,romance-paranormal romance,yes,28,female,4.0,44387,average
dying wish,shannon k. butcher,2090,372,romance-paranormal romance,yes,28,female,4.0,44387,average
not a fan: becoming a completely committed follower of jesus,kyle idleman,31622,215,christian,no,52,male,4.23,41132,average
not a fan: teen edition,kyle idleman,645,214,christian,no,52,male,4.23,41132,average
broca's brain: reflections on the romance of science,carl sagan,9729,398,science,no,39,male,4.24,391021,average
cosmic connection: an extraterrestrial perspective,carl sagan,1721,302,science,no,39,male,4.24,391021,average
shadows of forgotten ancestors,carl sagan,5278,528,science,no,39,male,4.24,391021,average
cosmos,carl sagan,111174,384,science,no,39,male,4.24,391021,average
the demon-haunted world: science as a candle in the dark,carl sagan,56551,459,science,no,39,male,4.24,391021,average
contact,carl sagan,118511,580,science fiction,no,39,male,4.24,391021,bulky
pale blue dot: a vision of the human future in space,carl sagan,28052,384,science,no,39,male,4.24,391021,average
the varieties of scientific experience: a personal view of the search for god,carl sagan,9199,284,science,no,39,male,4.24,391021,average
billions & billions: thoughts on life and death at the brink of the millennium,carl sagan,14389,296,science,no,39,male,4.24,391021,average
dragons of eden: speculations on the evolution of human intelligence,carl sagan,17282,271,science,no,39,male,4.24,391021,average
à¦¬à§à¦¯à§à¦®à¦à§à¦¶ à¦¸à¦®à¦à§à¦°,sharadindu bandyopadhyay,2488,1008,mystery-detective,yes,105,male,4.24,11257,bulky
byomkesh bakshi stories,sharadindu bandyopadhyay,918,207,mystery,no,105,male,4.24,11257,average
hotel du lac,anita brookner,16182,184,fiction,no,50,female,3.61,29747,average
boule de suif (21 contes),guy de maupassant,5790,253,classics,no,2244,male,3.86,121308,average
"the complete short stories of guy de maupassant, part one",guy de maupassant,916,520,short stories,no,2244,male,3.86,121308,average
abandoned: a collection of great stories,guy de maupassant,26,194,short stories,no,2244,male,3.86,121308,average
pierre et jean,guy de maupassant,5922,134,classics,no,2244,male,3.86,121308,light
cuentos esenciales,guy de maupassant,48,1280,classics,no,2244,male,3.86,121308,bulky
le horla et autres contes fantastiques (classiques hachette),guy de maupassant,7766,120,classics,no,2244,male,3.86,121308,light
miss harriet,guy de maupassant,179,276,short stories,no,2244,male,3.86,121308,average
contes du jour et de la nuit,guy de maupassant,834,251,cultural-france,no,2244,male,3.86,121308,average
la maison tellier,guy de maupassant,743,206,classics,no,2244,male,3.86,121308,average
bel-ami,guy de maupassant,28296,416,classics,no,2244,male,3.86,121308,average
une vie,guy de maupassant,9468,299,classics,no,2244,male,3.86,121308,average
say nothing: a true story of murder and memory in northern ireland,patrick radden keefe,34638,441,nonfiction,no,6,male,4.4,30781,average
a good scent from a strange mountain,robert olen butler,7888,269,fiction,no,71,male,3.77,22205,average
hell,robert olen butler,1483,232,fiction,no,71,male,3.77,22205,average
they whisper,robert olen butler,308,333,fiction,no,71,male,3.77,22205,average
blessings,anna quindlen,16127,304,fiction,no,64,female,3.85,384312,average
still life with bread crumbs,anna quindlen,47743,252,fiction,no,64,female,3.85,384312,average
a short guide to a happy life,anna quindlen,7794,50,nonfiction,no,64,female,3.85,384312,light
miller's valley,anna quindlen,22219,257,fiction,no,64,female,3.85,384312,average
black and blue,anna quindlen,78697,288,fiction,no,64,female,3.85,384312,average
every last one,anna quindlen,34036,299,fiction,no,64,female,3.85,384312,average
one true thing,anna quindlen,36843,320,fiction,no,64,female,3.85,384312,average
shadowlight,lynn viehl,1774,320,romance-paranormal romance,yes,44,female,3.94,39524,average
evermore,lynn viehl,3210,283,romance-paranormal romance,yes,44,female,3.94,39524,average
dark need,lynn viehl,3363,283,romance-paranormal romance,yes,44,female,3.94,39524,average
private demon,lynn viehl,3642,287,romance-paranormal romance,yes,44,female,3.94,39524,average
stay the night,lynn viehl,2734,317,romance-paranormal romance,yes,44,female,3.94,39524,average
nightshine,lynn viehl,847,314,romance-paranormal romance,yes,44,female,3.94,39524,average
if angels burn,lynn viehl,6744,291,romance-paranormal romance,yes,44,female,3.94,39524,average
someone like you / keeping the moon flip book,sarah dessen,1424,509,young adult,no,44,female,3.99,1419410,average
how to deal,sarah dessen,6447,486,young adult,no,44,female,3.99,1419410,average
the rest of the story,sarah dessen,17498,440,young adult,no,44,female,3.99,1419410,average
sarah dessen gift set,sarah dessen,1495,1136,young adult,no,44,female,3.99,1419410,bulky
just listen,sarah dessen,228630,371,young adult,no,44,female,3.99,1419410,average
the truth about forever,sarah dessen,206159,374,young adult,no,44,female,3.99,1419410,average
this lullaby,sarah dessen,168737,345,young adult,no,44,female,3.99,1419410,average
along for the ride,sarah dessen,183381,383,young adult,no,44,female,3.99,1419410,average
lock and key,sarah dessen,138478,432,young adult,no,44,female,3.99,1419410,average
dreamland,sarah dessen,72854,250,young adult,no,44,female,3.99,1419410,average
someone like you,sarah dessen,94345,281,young adult,no,44,female,3.99,1419410,average
keeping the moon,sarah dessen,60338,228,young adult,no,44,female,3.99,1419410,average
what happened to goodbye,sarah dessen,79959,416,young adult,no,44,female,3.99,1419410,average
saint anything,sarah dessen,51118,417,young adult,no,44,female,3.99,1419410,average
that summer,sarah dessen,51214,208,young adult,no,44,female,3.99,1419410,average
the moon and more,sarah dessen,35966,435,young adult,no,44,female,3.99,1419410,average
lã¸gnhalsen fra umbrien,bjarne reuter,525,395,historical-historical fiction,no,128,male,3.55,5453,average
anguished english: an anthology of accidental assaults upon our language,richard lederer,1751,192,humor,no,79,male,3.98,4370,average
life without summer,lynne griffin,1883,320,fiction,no,5,female,3.75,2463,average
shadow hills,anastasia hopcus,3651,388,young adult,yes,3,female,3.67,3685,average
the keepsake,tess gerritsen,33523,349,mystery,yes,114,female,4.06,680860,average
life support,tess gerritsen,14251,400,mystery,no,114,female,4.06,680860,average
presumed guilty,tess gerritsen,5323,251,mystery,no,114,female,4.06,680860,average
dicht op de hielen,tess gerritsen,4332,350,mystery,no,114,female,4.06,680860,average
in their footsteps,tess gerritsen,3642,329,mystery,yes,114,female,4.06,680860,average
double impact: never say die / no way back,tess gerritsen,545,504,mystery,no,114,female,4.06,680860,average
the surgeon,tess gerritsen,126731,416,mystery,yes,114,female,4.06,680860,average
the apprentice,tess gerritsen,48655,376,mystery,yes,114,female,4.06,680860,average
vanish,tess gerritsen,55234,401,mystery,yes,114,female,4.06,680860,average
body double,tess gerritsen,44956,432,mystery,yes,114,female,4.06,680860,average
ice cold,tess gerritsen,37907,322,mystery,yes,114,female,4.06,680860,average
the sinner,tess gerritsen,42544,419,mystery,yes,114,female,4.06,680860,average
the mephisto club,tess gerritsen,35296,355,mystery,yes,114,female,4.06,680860,average
the silent girl,tess gerritsen,32326,315,mystery,yes,114,female,4.06,680860,average
the bone garden,tess gerritsen,24410,370,mystery,no,114,female,4.06,680860,average
gravity,tess gerritsen,11451,342,thriller,no,114,female,4.06,680860,average
harvest,tess gerritsen,18714,368,mystery,no,114,female,4.06,680860,average
a son of the circus,john irving,18555,680,fiction,no,107,male,4.0,926715,bulky
libertã© pour les ours,john irving,9760,433,fiction,no,107,male,4.0,926715,average
the 158-pound marriage,john irving,12493,176,fiction,no,107,male,4.0,926715,average
die pension grillparzer - eine bã¤rengeschichte,john irving,334,95,fiction,no,107,male,4.0,926715,light
a prayer for owen meany,john irving,282187,637,fiction,no,107,male,4.0,926715,bulky
the world according to garp,john irving,201590,610,fiction,no,107,male,4.0,926715,bulky
the cider house rules,john irving,158291,973,fiction,no,107,male,4.0,926715,bulky
the hotel new hampshire,john irving,57260,520,fiction,no,107,male,4.0,926715,average
a widow for one year,john irving,56904,576,fiction,no,107,male,4.0,926715,bulky
until i find you,john irving,24424,820,fiction,no,107,male,4.0,926715,bulky
last night in twisted river,john irving,23749,554,fiction,no,107,male,4.0,926715,bulky
in one person,john irving,24397,425,fiction,no,107,male,4.0,926715,average
the fourth hand,john irving,27706,368,fiction,no,107,male,4.0,926715,average
angel sister,ann h. gabhart,2329,407,historical-historical fiction,yes,40,female,4.02,14740,average
words spoken true,ann h. gabhart,1401,356,historical-historical fiction,no,40,female,4.02,14740,average
tales of hoffmann,e.t.a. hoffmann,1873,416,short stories,yes,793,male,3.83,40761,average
the life and opinions of the tomcat murr,e.t.a. hoffmann,1522,384,fiction,yes,793,male,3.83,40761,average
fantasy pieces in callot's manner,e.t.a. hoffmann,114,327,literature-19th century,no,793,male,3.83,40761,average
nutcracker,e.t.a. hoffmann,12891,102,classics,no,793,male,3.83,40761,light
the devil's elixirs,e.t.a. hoffmann,1896,336,classics,no,793,male,3.83,40761,average
der goldne topf,e.t.a. hoffmann,1863,128,classics,no,793,male,3.83,40761,light
der sandmann,e.t.a. hoffmann,9457,83,classics,no,793,male,3.83,40761,light
praise of folly,erasmus,12771,256,philosophy,no,359,male,3.86,13831,average
grave secrets,kathy reichs,28709,315,mystery,yes,78,female,3.95,662557,average
"dã©jã  dead / death du jour (temperance brennan, #1-2)",kathy reichs,1717,934,mystery,no,78,female,3.95,662557,bulky
monday mourning,kathy reichs,29273,383,mystery,yes,78,female,3.95,662557,average
exposure,kathy reichs,6157,432,young adult,yes,78,female,3.95,662557,average
shift,kathy reichs,2396,80,young adult,yes,78,female,3.95,662557,light
bones to ashes,kathy reichs,25683,310,mystery,yes,78,female,3.95,662557,average
deadly decisions,kathy reichs,29714,368,mystery,yes,78,female,3.95,662557,average
bare bones,kathy reichs,33841,416,mystery,yes,78,female,3.95,662557,average
cross bones,kathy reichs,23825,453,mystery,yes,78,female,3.95,662557,average
devil bones,kathy reichs,24489,310,mystery,yes,78,female,3.95,662557,average
break no bones,kathy reichs,25427,337,mystery,yes,78,female,3.95,662557,average
virals,kathy reichs,35737,454,young adult,yes,78,female,3.95,662557,average
dã©jã  dead,kathy reichs,127914,532,mystery,yes,78,female,3.95,662557,bulky
seizure,kathy reichs,13923,496,young adult,yes,78,female,3.95,662557,average
death du jour,kathy reichs,37993,451,mystery,yes,78,female,3.95,662557,average
code,kathy reichs,9145,408,young adult,yes,78,female,3.95,662557,average
fatal voyage,kathy reichs,44406,448,mystery,yes,78,female,3.95,662557,average
pegasus and the rise of the titans,kate o'hearn,2121,386,fantasy-mythology,yes,25,female,4.37,27408,average
the end of olympus,kate o'hearn,1367,336,fantasy,yes,25,female,4.37,27408,average
pegasus and the origins of olympus,kate o'hearn,3105,376,fantasy,yes,25,female,4.37,27408,average
the flame of olympus,kate o'hearn,8442,385,fantasy,yes,25,female,4.37,27408,average
pegasus and the fight for olympus,kate o'hearn,4861,368,fantasy,yes,25,female,4.37,27408,average
pegasus and the new olympians,kate o'hearn,3810,372,fantasy,yes,25,female,4.37,27408,average
batman: knightfall,dennis o'neil,4069,416,sequential art-comics,yes,843,male,4.13,279449,average
batman: tales of the demon,dennis o'neil,1303,208,sequential art-comics,yes,843,male,4.13,279449,average
"diet for a new america: how your food choices affect your health, happiness and the future of life on earth",john robbins,3695,448,nonfiction,no,82,male,4.18,12446,average
healthy at 100: the scientifically proven secrets of the world's healthiest and longest-lived peoples,john robbins,1271,384,health,no,82,male,4.18,12446,average
sweetwater gap,denise hunter,1770,320,christian fiction,no,61,female,4.07,55102,average
the convenient groom,denise hunter,3381,314,romance,yes,61,female,4.07,55102,average
surrender bay,denise hunter,2655,298,christian fiction,yes,61,female,4.07,55102,average
mending places,denise hunter,637,316,christian fiction,yes,61,female,4.07,55102,average
the thirteenth chime,emma michaels,381,238,young adult,yes,18,female,3.7,565,average
anasazi,emma michaels,37,190,mystery,yes,18,female,3.7,565,average
early autumn,robert b. parker,6775,224,mystery,yes,2,male,3.45,333,average
early autumn,robert b. parker,6775,224,mystery,yes,174,male,3.94,382860,average
god save the child,robert b. parker,7653,205,mystery,yes,2,male,3.45,333,average
god save the child,robert b. parker,7653,205,mystery,yes,174,male,3.94,382860,average
brimstone,robert b. parker,3881,293,westerns,yes,2,male,3.45,333,average
brimstone,robert b. parker,3881,293,westerns,yes,174,male,3.94,382860,average
resolution,robert b. parker,4112,292,westerns,yes,2,male,3.45,333,average
resolution,robert b. parker,4112,292,westerns,yes,174,male,3.94,382860,average
appaloosa,robert b. parker,6915,320,westerns,yes,2,male,3.45,333,average
appaloosa,robert b. parker,6915,320,westerns,yes,174,male,3.94,382860,average
death in paradise,robert b. parker,6556,320,mystery,yes,2,male,3.45,333,average
death in paradise,robert b. parker,6556,320,mystery,yes,174,male,3.94,382860,average
stone cold,robert b. parker,6718,336,mystery,yes,2,male,3.45,333,average
stone cold,robert b. parker,6718,336,mystery,yes,174,male,3.94,382860,average
the godwulf manuscript,robert b. parker,15568,208,mystery,yes,2,male,3.45,333,average
the godwulf manuscript,robert b. parker,15568,208,mystery,yes,174,male,3.94,382860,average
mortal stakes,robert b. parker,6391,328,mystery,yes,2,male,3.45,333,average
mortal stakes,robert b. parker,6391,328,mystery,yes,174,male,3.94,382860,average
promised land,robert b. parker,6312,224,mystery,yes,2,male,3.45,333,average
promised land,robert b. parker,6312,224,mystery,yes,174,male,3.94,382860,average
the widening gyre,robert b. parker,4809,183,mystery,yes,2,male,3.45,333,average
the widening gyre,robert b. parker,4809,183,mystery,yes,174,male,3.94,382860,average
degree of guilt,richard north patterson,9594,534,fiction,yes,54,male,3.85,63654,bulky
eyes of a child,richard north patterson,3989,576,mystery,yes,54,male,3.85,63654,bulky
conviction,richard north patterson,2596,463,fiction,yes,54,male,3.85,63654,average
the outside man,richard north patterson,1502,294,mystery,no,54,male,3.85,63654,average
the lasko tangent,richard north patterson,2247,368,fiction,yes,54,male,3.85,63654,average
protect and defend,richard north patterson,3991,608,fiction,yes,54,male,3.85,63654,bulky
balance of power,richard north patterson,2159,800,fiction,yes,54,male,3.85,63654,bulky
no safe place,richard north patterson,2894,497,fiction,yes,54,male,3.85,63654,average
mother,kathleen thompson norris,1514,202,classics,no,102,female,3.83,2835,average
pulang,leila s. chudori,3989,464,asian literature-indonesian literature,no,16,female,4.19,8725,average
prisoners in the palace,michaela maccoll,3149,368,historical-historical fiction,no,12,female,3.72,6126,average
the wager,rachel van dyken,13551,256,romance,yes,129,female,4.12,372659,average
the bet,rachel van dyken,30712,240,romance,yes,129,female,4.12,372659,average
the redemption of lord rawlings,rachel van dyken,829,195,romance-historical romance,yes,129,female,4.12,372659,average
tear,rachel van dyken,10895,214,romance,yes,129,female,4.12,372659,average
whispered music,rachel van dyken,830,300,romance,yes,129,female,4.12,372659,average
upon a midnight dream,rachel van dyken,1542,240,romance,yes,129,female,4.12,372659,average
toxic,rachel van dyken,11864,340,new adult,yes,129,female,4.12,372659,average
the seduction of sebastian st. james,rachel van dyken,1008,271,romance-historical romance,yes,129,female,4.12,372659,average
