,book,author,rating_count,page_count,genre,is_volume,author_work_count,author_sex,author_avg_rating,author_rating_count
19948,how will you measure your life?,clayton m. christensen,22724,240,nonfiction,no,69,male,4.05,91612
19949,the innovator's dilemma: the revolutionary book that will change the way you do business,clayton m. christensen,38356,286,business,no,69,male,4.05,91612
19950,agent 21,chris ryan,2093,355,young adult,yes,178,male,4.04,46599
19951,survival,chris ryan,1585,298,adventure,yes,178,male,4.04,46599
19952,the one that got away: my sas mission behind enemy lines,chris ryan,3561,260,nonfiction,no,178,male,4.04,46599
19953,la espada de fuego,javier negrete,640,458,fantasy,yes,55,male,4.0,5634
19954,purified,brian robert smith,254,320,thriller,no,3,male,3.65,308
19955,abstract love,samantha christy,2113,316,romance,no,21,female,4.37,84563
19956,after the evil,cary allen stone,203,225,thriller,yes,12,male,3.87,750
19957,mind over murder,cary allen stone,45,348,thriller,yes,12,male,3.87,750
19958,after the goode,cary allen stone,35,241,thriller,yes,12,male,3.87,750
19959,stealing atlanta,cary allen stone,12,378,science fiction,no,12,male,3.87,750
19960,through a mother's eyes,cary allen stone,332,140,nonfiction,no,12,male,3.87,750
19961,the whip,karen kondazian,5912,294,historical-historical fiction,no,4,female,3.9,5850
19962,the dancing years,cynthia harrod-eagles,267,612,historical-historical fiction,yes,116,female,4.11,23670
19963,the foreign field,cynthia harrod-eagles,259,513,historical-historical fiction,yes,116,female,4.11,23670
19964,the measure of days,cynthia harrod-eagles,255,550,historical-historical fiction,yes,116,female,4.11,23670
19965,the burning roses,cynthia harrod-eagles,256,544,historical-historical fiction,yes,116,female,4.11,23670
19966,the white road,cynthia harrod-eagles,265,480,historical-historical fiction,yes,116,female,4.11,23670
19967,the restless sea,cynthia harrod-eagles,275,512,historical-historical fiction,yes,116,female,4.11,23670
19968,the dream kingdom,cynthia harrod-eagles,267,640,historical-historical fiction,yes,116,female,4.11,23670
19969,the question,cynthia harrod-eagles,267,515,historical-historical fiction,yes,116,female,4.11,23670
19970,the homecoming,cynthia harrod-eagles,267,528,historical-historical fiction,yes,116,female,4.11,23670
19971,the cause,cynthia harrod-eagles,251,544,historical-historical fiction,yes,116,female,4.11,23670
19972,the mirage,cynthia harrod-eagles,252,512,historical-historical fiction,yes,116,female,4.11,23670
19973,the outcast,cynthia harrod-eagles,287,594,historical-historical fiction,yes,116,female,4.11,23670
19974,the winter journey,cynthia harrod-eagles,296,624,historical-historical fiction,yes,116,female,4.11,23670
19975,the hidden shore,cynthia harrod-eagles,318,584,historical-historical fiction,yes,116,female,4.11,23670
19976,the poison tree,cynthia harrod-eagles,304,438,historical-historical fiction,yes,116,female,4.11,23670
19977,the devil's horse,cynthia harrod-eagles,304,482,historical-historical fiction,yes,116,female,4.11,23670
19978,the reckoning,cynthia harrod-eagles,323,486,historical-historical fiction,yes,116,female,4.11,23670
19979,the campaigners,cynthia harrod-eagles,335,580,historical-historical fiction,yes,116,female,4.11,23670
19980,the regency,cynthia harrod-eagles,314,586,historical-historical fiction,yes,116,female,4.11,23670
19981,the victory,cynthia harrod-eagles,330,447,historical-historical fiction,yes,116,female,4.11,23670
19982,the emperor,cynthia harrod-eagles,349,512,historical-historical fiction,yes,116,female,4.11,23670
19983,the tangled thread,cynthia harrod-eagles,376,474,historical-historical fiction,yes,116,female,4.11,23670
19984,the flood-tide,cynthia harrod-eagles,387,428,historical-historical fiction,yes,116,female,4.11,23670
19985,the maiden,cynthia harrod-eagles,417,413,historical-historical fiction,yes,116,female,4.11,23670
19986,the chevalier,cynthia harrod-eagles,389,414,historical-historical fiction,yes,116,female,4.11,23670
19987,the long shadow,cynthia harrod-eagles,469,367,historical-historical fiction,yes,116,female,4.11,23670
19988,the black pearl,cynthia harrod-eagles,496,402,historical-historical fiction,yes,116,female,4.11,23670
19989,the oak apple,cynthia harrod-eagles,575,403,historical-historical fiction,yes,116,female,4.11,23670
19990,the princeling,cynthia harrod-eagles,688,410,fiction,yes,116,female,4.11,23670
19991,the dark rose,cynthia harrod-eagles,857,560,historical-historical fiction,yes,116,female,4.11,23670
19992,the founding,cynthia harrod-eagles,1589,527,historical-historical fiction,yes,116,female,4.11,23670
19993,the fallen kings,cynthia harrod-eagles,268,640,historical-historical fiction,yes,116,female,4.11,23670
19994,going down,elise sax,1206,101,romance,yes,57,female,3.94,19564
19995,berkshire hathaway letters to shareholders,warren buffett,1869,730,business,no,44,male,4.26,77690
19996,the essays of warren buffett: lessons for corporate america,warren buffett,5495,246,business,no,44,male,4.26,77690
19997,one man guy,michael barakiva,11599,255,lgbt,yes,3,male,3.87,11816
19998,negeri kabut,seno gumira ajidarma,299,122,asian literature-indonesian literature,no,81,male,3.78,18046
19999,penembak misterius: kumpulan cerita pendek,seno gumira ajidarma,666,194,short stories,no,81,male,3.78,18046
20000,atas nama malam,seno gumira ajidarma,627,167,asian literature-indonesian literature,no,81,male,3.78,18046
20001,ø¯ø§ø´â ø¢ú©ù,sadegh hedayat,4338,33,short stories,no,131,male,3.8,68080
20002,ùø¬ùùø¹ùâø§û ø§ø² ø¢ø«ø§ø± øµø§ø¯ù ùø¯ø§ûøª,sadegh hedayat,116,756,cultural-iran,no,131,male,3.8,68080
20003,the blind owl,sadegh hedayat,18486,148,fiction,no,131,male,3.8,68080
20004,fractured immortal,e.l. wicker,170,444,paranormal-vampires,yes,6,female,4.08,267
20005,the killing season,mason cross,2044,384,thriller,yes,8,male,3.99,5532
20006,under the never sky: the complete series collection,veronica rossi,688,1304,science fiction-dystopia,yes,15,female,4.05,245509
20007,roar and liv,veronica rossi,11460,68,young adult,yes,15,female,4.05,245509
20008,under the never sky,veronica rossi,106354,374,young adult,yes,15,female,4.05,245509
20009,through the ever night,veronica rossi,67642,341,young adult,yes,15,female,4.05,245509
20010,into the still blue,veronica rossi,43421,389,young adult,yes,15,female,4.05,245509
20011,razing kayne,julieanne reeves,3413,418,romance,yes,3,female,4.13,3431
20012,dog water free,michael jay,19,237,nonfiction,no,1,male,4.63,19
20013,the rainbow bridge: bridge to inner peace and to world peace,brent n. hunter,63,288,self help,no,7,male,4.09,126
20014,sganciando la luna dal cielo,gregory hughes,1180,270,young adult,no,22,male,3.92,1219
20015,against the wall,alexa land,1285,448,romance-m m romance,yes,37,female,4.22,24334
20016,delinquents,mary elizabeth,2478,309,romance,yes,10,female,4.03,10055
20017,innocents,mary elizabeth,3858,282,romance,yes,10,female,4.03,10055
20018,taylor swift for ukulele,taylor swift,22,87,reference,no,122,female,4.68,4370
20019,taylor swift: fearless,taylor swift,1035,103,music,no,122,female,4.68,4370
20020,embraced,marissa honeycutt,2190,396,dark,yes,11,female,4.25,16416
20021,entwined,marissa honeycutt,2650,479,dark,yes,11,female,4.25,16416
20022,enslaved,marissa honeycutt,4151,185,dark,yes,11,female,4.25,16416
20023,the life of anna: the complete story,marissa honeycutt,1822,2024,dark,yes,11,female,4.25,16416
20024,the sacrificial man,ruth dugdall,623,308,mystery,yes,12,female,3.93,9402
20028,the crucible,arthur miller,315372,143,classics,no,184,male,3.58,539241
20031,flower,elizabeth craft,2363,384,young adult,no,18,female,3.42,10316
20032,fiends,john farris,181,448,horror,no,74,male,3.64,8057
20033,seventh grave and no body,darynda jones,22213,322,fantasy-paranormal,yes,37,female,4.28,389338
20034,sixth grave on the edge,darynda jones,26017,326,fantasy-paranormal,yes,37,female,4.28,389338
20035,the dirt on ninth grave,darynda jones,16916,326,fantasy-paranormal,yes,37,female,4.28,389338
20036,first grave on the right,darynda jones,71708,310,fantasy-paranormal,yes,37,female,4.28,389338
20037,second grave on the left,darynda jones,44144,307,fantasy-urban fantasy,yes,37,female,4.28,389338
20038,third grave dead ahead,darynda jones,38349,310,fantasy-urban fantasy,yes,37,female,4.28,389338
20039,fifth grave past the light,darynda jones,30486,339,fantasy-paranormal,yes,37,female,4.28,389338
20040,fourth grave beneath my feet,darynda jones,33564,308,fantasy-urban fantasy,yes,37,female,4.28,389338
20041,solal,albert cohen,426,473,cultural-france,yes,37,male,4.04,4392
20042,belle du seigneur,albert cohen,2625,1110,cultural-france,yes,37,male,4.04,4392
20043,the snowman,raymond briggs,15612,32,childrens-picture books,no,110,male,4.2,30181
20044,matefinder,leia stone,9643,296,fantasy-paranormal,yes,44,female,4.16,123856
20045,the genius of dogs: how dogs are smarter than you think,brian hare,2463,384,nonfiction,no,5,male,3.98,2427
20046,sugar coated,shannen crane camp,74,268,science fiction-dystopia,yes,15,female,3.83,2030
20047,parrish,shannen crane camp,231,170,fantasy-paranormal,yes,15,female,3.83,2030
20048,finding june,shannen crane camp,418,295,young adult,yes,15,female,3.83,2030
20049,burning down rome,melodie ramone,49,470,music,no,4,female,4.07,1551
20050,lights of polaris,melodie ramone,11,457,adult,no,4,female,4.07,1551
20051,after forever ends,melodie ramone,1445,564,romance,no,4,female,4.07,1551
20052,fantasy of frost,kelly st. clare,8041,400,fantasy,yes,33,female,4.28,63371
20053,fantasy of flight,kelly st. clare,6057,253,fantasy,yes,33,female,4.28,63371
20054,gone with the windsors,laurie graham,738,416,historical-historical fiction,no,33,female,3.74,6437
20055,daughter of persia: a woman's journey from her father's harem through the islamic revolution,sattareh farman farmaian,1620,432,nonfiction,no,1,female,4.1,1538
20056,the pact (book 1),robert patrick lewis,85,265,war-military fiction,no,4,male,4.03,775
20057,"hawkeye, volume 1: my life as a weapon",matt fraction,45040,136,sequential art-comics,yes,531,male,3.97,272761
20058,sex criminals: volume one: one weird trick,matt fraction,33435,128,sequential art-graphic novels,yes,531,male,3.97,272761
20059,"the invincible iron man, volume 1",matt fraction,1302,496,sequential art-comics,yes,531,male,3.97,272761
20060,maneater,gigi levangie grazer,1938,464,womens fiction-chick lit,no,7,female,3.43,26464
20061,the survivors,tom godwin,745,136,science fiction,yes,74,male,4.15,7525
20062,the reviled,cynthia a. morgan,144,164,fantasy,yes,6,female,3.98,181
20063,saving mercy,nicole tillman,57,220,fantasy-paranormal,no,20,female,4.27,328
20064,selling the invisible: a field guide to modern marketing,harry beckwith,8806,252,business,no,17,male,3.93,10845
20065,your love was all i had!,kaushal jha,81,176,romance,no,1,male,4.24,80
20066,fading away,dannielle wicks,42,280,young adult,yes,8,female,3.84,111
20067,"burning entrepreneur: how to launch, fund, and set your startup on fire",brad feld,104,94,business,no,20,male,4.05,19822
20068,startup life: surviving and thriving in a relationship with an entrepreneur,brad feld,860,224,business,no,20,male,4.05,19822
20069,startup communities: building an entrepreneurial ecosystem in your city,brad feld,1559,188,business,no,20,male,4.05,19822
20070,pointe,brandy colbert,4316,352,young adult,no,17,female,3.75,29748
20071,wolf in white van,john darnielle,20574,224,fiction,no,6,male,3.56,33991
20072,selp-helf,miranda sings,5769,231,humor,no,2,female,4.28,6228
20073,the tiger strikes,seeley james,8,56,adventure,yes,23,male,4.05,1659
20074,bring it (sabel security #2),seeley james,195,324,thriller,yes,23,male,4.05,1659
20075,bring it,seeley james,38,91,action,yes,23,male,4.05,1659
20076,the meeting,seeley james,47,57,mystery,yes,23,male,4.05,1659
20077,jacob's story,seeley james,36,53,mystery,yes,23,male,4.05,1659
20078,the geneva decision,seeley james,520,282,mystery,yes,23,male,4.05,1659
20079,the desperate,seeley james,18,93,action,yes,23,male,4.05,1659
20080,the reckoning road,seeley james,9,82,adventure,yes,23,male,4.05,1659
20081,way to go,alan spence,162,294,fiction,no,27,male,3.74,1260
20082,following the sun,alisa mullen,53,260,romance,no,21,female,4.29,1809
20083,unmarked: sean's story,alisa mullen,83,255,new adult,yes,21,female,4.29,1809
20084,one missing link,alisa mullen,16,121,romance-romantic suspense,no,21,female,4.29,1809
20085,unrequited,alisa mullen,231,252,new adult,yes,21,female,4.29,1809
20086,unchosen,alisa mullen,408,262,romance,yes,21,female,4.29,1809
20087,unsettled,alisa mullen,487,237,romance,yes,21,female,4.29,1809
20088,plastic confidence,alisa mullen,151,285,romance,yes,21,female,4.29,1809
20089,aranya,marc secchia,1040,458,fantasy,yes,38,male,4.28,7019
20090,the final line,kendall mckenna,774,366,romance-m m romance,yes,16,female,3.97,10139
20091,strength of the pack,kendall mckenna,3411,336,romance-m m romance,yes,16,female,3.97,10139
20092,strength of the mate,kendall mckenna,1475,356,romance-m m romance,yes,16,female,3.97,10139
20093,matchbox girls,chrysoula tzavelas,207,326,fantasy,yes,21,female,3.91,544
20094,infinity key,chrysoula tzavelas,49,260,fantasy,yes,21,female,3.91,544
20095,ghost house,alexandra adornetto,1705,320,young adult,yes,10,female,3.78,113457
20096,halo,alexandra adornetto,63001,485,paranormal-angels,yes,10,female,3.78,113457
20097,hades,alexandra adornetto,30963,425,paranormal-angels,yes,10,female,3.78,113457
20098,heaven,alexandra adornetto,16925,419,paranormal-angels,yes,10,female,3.78,113457
20099,albert of adelaide,howard l. anderson,893,228,fantasy,no,9,male,3.46,899
20100,the uncle's story,witi ihimaera,227,367,fiction,no,64,male,3.89,10420
20101,the whale rider,witi ihimaera,7456,150,fiction,no,64,male,3.89,10420
20102,of things gone astray,janina matthewson,1081,278,fiction,no,5,female,3.77,1152
20103,the hunted,alex shearer,202,288,science fiction-dystopia,no,64,male,3.79,3487
20104,tins,alex shearer,764,260,fiction,no,64,male,3.79,3487
20105,the purge of babylon,sam sisavath,3903,483,horror,yes,42,male,4.35,29318
20106,by any other name,laura jarratt,873,368,young adult,no,5,female,4.03,3882
20107,skin deep,laura jarratt,2512,377,romance,no,5,female,4.03,3882
20108,volition,lily paradis,1212,394,new adult,no,4,female,3.76,1892
20109,ignite,lily paradis,675,326,new adult,yes,4,female,3.76,1892
20110,the ugly daughter,julia legian,173,202,autobiography-memoir,no,1,female,3.92,172
20111,quest for the virgins,david beaupre,88,250,adventure,yes,4,male,4.13,463
20112,quest and crew,david beaupre,212,224,nonfiction,yes,4,male,4.13,463
20113,quest on the thorny path,david beaupre,102,213,adventure,yes,4,male,4.13,463
20114,quest in the caribbean: a true caribbean sailing adventure,david beaupre,90,228,fiction,yes,4,male,4.13,463
20115,ultraxenopia,m.a. phipps,296,332,science fiction-dystopia,yes,3,female,4.19,364
20116,roommate of fire,aiden bates,39,32,romance-m m romance,no,236,male,3.96,37961
20117,getting there: a book of mentors,gillian zoe segal,1093,208,business,no,2,female,4.12,1078
20118,the crowfield curse,pat walsh,2768,322,fantasy,yes,4,female,3.88,3594
20119,dusty,yellowbella,1443,1229,fan fiction,no,1,female,4.26,1442
20120,crazy good,rachel robinson,7591,457,romance,yes,3,female,4.06,50
20121,crazy good,rachel robinson,7591,457,romance,yes,21,female,4.09,13078
20122,after midnight,sarah grimm,1156,242,romance,yes,8,female,4.0,2032
20123,the boss,abigail barnette,9818,327,romance,yes,48,female,3.88,28068
20124,an appetite for violets,martine bailey,1221,400,historical-historical fiction,no,3,female,3.74,1816
20125,a taste for nightshade,martine bailey,460,464,historical-historical fiction,no,3,female,3.74,1816
20126,imperfect chemistry,mary frame,4518,198,romance,yes,14,female,3.98,8513
20127,in the shadow of monsters,fanny lee savage,53,318,fantasy-paranormal,yes,5,female,4.28,340
20128,seven days: the beginning,fanny lee savage,72,140,adult fiction-erotica,yes,5,female,4.28,340
20129,the shadow of what was lost,james islington,24598,602,fantasy,yes,5,male,4.23,38752
20130,an echo of things to come,james islington,11975,752,fantasy,yes,5,male,4.23,38752
20131,wooden on leadership: how to create a winning organization,john wooden,3472,320,leadership,no,58,male,4.34,14379
20132,wooden: a lifetime of observations and reflections on and off the court,john wooden,4114,201,sports-sports,no,58,male,4.34,14379
20133,the meq,steve cash,584,416,fantasy,yes,5,male,3.8,995
20134,time dancers,steve cash,252,399,fantasy,yes,5,male,3.8,995
20135,the remembering,steve cash,163,304,fantasy,yes,5,male,3.8,995
20136,betrothed,wanda wiltshire,519,341,romance,yes,4,female,3.82,885
20137,allegiance,wanda wiltshire,212,400,fantasy,yes,4,female,3.82,885
20138,the kadin,bertrice small,2872,441,romance,yes,81,female,4.07,71070
20139,show time,phil harvey,78,256,thriller,no,10,male,3.41,136
20140,wind chime cafã©,sophie moss,5188,286,romance,yes,7,female,4.17,8914
20141,the dark tower omnibus,robin furth,325,1480,sequential art-graphic novels,yes,222,female,4.24,156005
20142,stephen king's the dark tower: the complete concordance,robin furth,8846,609,fantasy,yes,222,female,4.24,156005
20143,the dark tower: the gunslinger born,robin furth,74504,240,sequential art-graphic novels,yes,222,female,4.24,156005
20144,mirabile,janet kagan,511,288,science fiction,no,36,female,4.1,4217
20145,"breathe, annie, breathe",miranda kenneally,8929,306,young adult,yes,14,female,3.89,123216
20146,stealing parker,miranda kenneally,19119,242,young adult,yes,14,female,3.89,123216
20147,catching jordan,miranda kenneally,57959,288,young adult,yes,14,female,3.89,123216
20148,the awakening,marley gibson,2028,338,fantasy-paranormal,yes,38,female,4.02,7049
20149,ððµñðµð²ðµñð½ññð¾ðµ ð´ðµñðµð²ð¾,krishan chander,30,126,fantasy,no,69,male,4.0,1045
20150,à¤à¤ à¤à¤§à¥ à¤à¥ à¤à¤¤à¥à¤®à¤à¤¥à¤¾,krishan chander,357,112,fiction,yes,69,male,4.0,1045
20151,the glass arrow,kristen simmons,5436,334,young adult,no,14,female,3.83,51059
20152,three,kristen simmons,4986,384,science fiction-dystopia,yes,14,female,3.83,51059
20153,article 5,kristen simmons,27285,362,science fiction-dystopia,yes,14,female,3.83,51059
20154,breaking point,kristen simmons,10728,400,science fiction-dystopia,yes,14,female,3.83,51059
20155,because of him,jessica roe,2821,221,romance,yes,8,female,4.1,3594
20156,the winter sword,alaric longward,102,478,historical-historical fiction,yes,29,male,4.18,1437
20157,the zombie chronicles,chrissy peebles,1743,287,horror-zombies,yes,143,female,3.88,29394
20158,race for the cure,chrissy peebles,441,298,horror-zombies,yes,143,female,3.88,29394
20159,storm siren,mary weber,9076,333,fantasy,yes,8,female,3.75,19131
20160,the mysterious case of the allbright academy,diane stanley,498,272,mystery,yes,63,female,3.87,20507
20161,the cup and the crown,diane stanley,640,344,fantasy,yes,63,female,3.87,20507
20162,captain whiz-bang,diane stanley,25,32,childrens,no,63,female,3.87,20507
20163,bella at midnight,diane stanley,6562,278,fantasy,no,63,female,3.87,20507
20164,moe the dog in tropical paradise,diane stanley,66,32,childrens-picture books,no,63,female,3.87,20507
20165,broken,j.l. drake,6603,383,romance,yes,28,female,4.4,38695
20166,shattered,j.l. drake,5471,226,war-military fiction,yes,28,female,4.4,38695
20167,mended,j.l. drake,5232,220,romance,yes,28,female,4.4,38695
20168,freaks i've met,donald jans,1707,203,humor,no,5,male,4.35,1737
20169,jesus calling: enjoying peace in his presence,sarah young,52956,384,christian,no,69,female,4.53,58506
20170,jesus always: embracing joy in his presence,sarah young,1069,400,christian,no,69,female,4.53,58506
20171,possessed,kate cann,1475,336,young adult,yes,28,female,3.58,10334
20172,in the deep end,kate cann,800,320,young adult,yes,28,female,3.58,10334
20173,consumed,kate cann,328,336,fantasy-paranormal,yes,28,female,3.58,10334
20174,diving in,kate cann,1168,352,young adult,yes,28,female,3.58,10334
20175,sink or swim,kate cann,730,313,young adult,yes,28,female,3.58,10334
20176,"grecian holiday: or, how i turned down the best possible thing only to have the time of my life",kate cann,894,352,young adult,yes,28,female,3.58,10334
20177,last chance summer: a short story,hope ramsay,278,60,romance,yes,33,female,3.91,15753
20178,last chance hero,hope ramsay,352,352,romance,yes,33,female,3.91,15753
20179,last chance family,hope ramsay,440,368,romance,yes,33,female,3.91,15753
20180,inn at last chance,hope ramsay,553,328,romance,yes,33,female,3.91,15753
20181,last chance knit & stitch,hope ramsay,543,384,romance,yes,33,female,3.91,15753
20182,last chance book club,hope ramsay,628,362,romance,yes,33,female,3.91,15753
20183,home at last chance,hope ramsay,671,352,romance,yes,33,female,3.91,15753
20184,last chance beauty queen,hope ramsay,706,368,romance,yes,33,female,3.91,15753
20185,last chance christmas,hope ramsay,803,332,romance,yes,33,female,3.91,15753
20186,welcome to last chance,hope ramsay,1527,332,romance,yes,33,female,3.91,15753
20187,jane unwrapped,leah rooper,100,238,fantasy,no,4,female,3.89,1992
20188,damnation,jean johnson,1629,386,science fiction,yes,75,female,3.99,46448
20189,shifting plains,jean johnson,637,343,fantasy,yes,75,female,3.99,46448
20190,the sword,jean johnson,2993,313,romance,yes,75,female,3.99,46448
20191,"the triumph of improvisation: gorbachev's adaptability, reagan's engagement, and the end of the cold war",james graham wilson,105,280,history,no,2,male,2.93,106
20192,no stone unturned: the true story of the world's premier forensic investigators,steve jackson,2631,374,crime-true crime,no,36,male,3.8,6038
20193,no stone unturned: the true story of the world's premier forensic investigators,steve jackson,2631,374,crime-true crime,no,207,male,3.85,4812
20194,no stone unturned: the true story of the world's premier forensic investigators,steve jackson,2631,374,crime-true crime,no,2,male,3.19,108
20195,no stone unturned: the true story of the world's premier forensic investigators,steve jackson,2631,374,crime-true crime,no,14,male,4.04,6651
20196,bogeyman - he was every parent's nightmare,steve jackson,744,248,crime-true crime,no,36,male,3.8,6038
20197,bogeyman - he was every parent's nightmare,steve jackson,744,248,crime-true crime,no,207,male,3.85,4812
20198,bogeyman - he was every parent's nightmare,steve jackson,744,248,crime-true crime,no,2,male,3.19,108
20199,bogeyman - he was every parent's nightmare,steve jackson,744,248,crime-true crime,no,14,male,4.04,6651
20200,"love, lucas",chantele sedgwick,2123,280,young adult,yes,6,female,4.19,3117
20201,love after pain,torrie robles,186,242,fiction,no,13,female,4.22,2708
20202,à¦®à§à¦®à¦¸à¦¾à¦¹à§à¦¬,nimai bhattacharya,834,192,romance,no,123,male,3.4,944
20203,the maiden king: the reunion of masculine and feminine,robert bly,188,264,psychology,no,184,male,4.04,17593
20205,trauma room two,philip allen green,2459,164,health-medicine,no,11,male,4.28,3220
20206,noragami 1,adachitoka,13265,194,sequential art-manga,yes,63,female,4.42,50350
20207,milo & ze: a bull terrier puppy adventure,mark watson,203,66,childrens,no,9,male,4.2,342
20208,milo & ze: a bull terrier puppy adventure,mark watson,203,66,childrens,no,54,male,3.59,7375
20209,eleven,mark watson,3901,388,fiction,no,9,male,4.2,342
20210,eleven,mark watson,3901,388,fiction,no,54,male,3.59,7375
20211,bryce,natalie decker,425,328,romance,yes,11,female,3.76,5132
20212,hidden mickey: sometimes dead men do tell tales!,nancy temple rodrigue,319,488,mystery,yes,15,female,4.22,864
20213,hidden mickey 2: it all started...,nancy temple rodrigue,199,456,mystery,yes,15,female,4.22,864
20214,hidden mickey 4: wolf! happily ever after?,nancy temple rodrigue,75,424,fantasy,yes,15,female,4.22,864
20215,treason,s.m. boyce,1072,430,fantasy,yes,21,female,4.17,7318
20216,lichgates,s.m. boyce,2906,414,fantasy,yes,21,female,4.17,7318
20217,heritage,s.m. boyce,762,278,fantasy,yes,21,female,4.17,7318
20218,la dama del alba,alejandro casona,2276,148,classics,no,39,male,3.96,9270
20219,la sirena varada,alejandro casona,255,149,plays-theatre,no,39,male,3.96,9270
20222,ron maclean's hockey towns,ron maclean,162,320,sports-sports,no,7,male,3.57,722
20223,extinction horizon,nicholas sansbury smith,5412,351,horror,yes,72,male,4.13,55119
20224,candy,luke davies,6442,304,fiction,no,17,male,4.07,7063
20225,the torch of triumph,sally laity,49,415,christian,yes,52,female,3.92,3004
20226,the embers of hope,sally laity,48,387,christian,yes,52,female,3.92,3004
20227,the fires of freedom,sally laity,49,450,christian,yes,52,female,3.92,3004
20228,the kindled flame,sally laity,72,298,christian fiction,yes,52,female,3.92,3004
20229,the tempering blaze,sally laity,65,393,christian,yes,52,female,3.92,3004
20230,the gathering dawn,sally laity,88,357,historical-historical fiction,yes,52,female,3.92,3004
20231,the budget cookbook: cook restaurant quality meals at home on a shoestring budget,sarah sophia,41,94,food and drink-cooking,no,239,male,3.62,503
20232,the hot sauce book: recipes for making your own hot sauces and cooking with them (the essential kitchen series book 3),sarah sophia,25,68,food and drink-cookbooks,no,239,male,3.62,503
20233,"the cast iron cookbook: 30 delicious breakfast, lunch and dinner recipes you can cook in your cast iron skillet (the essential kitchen series book 16)",sarah sophia,44,71,food and drink-cookbooks,no,239,male,3.62,503
20234,the kin of ata are waiting for you,dorothy bryant,1828,228,fiction,no,13,female,4.11,2137
20235,all out,noah harris,157,106,romance-m m romance,yes,111,male,3.93,13101
20236,omega: chosen,noah harris,226,23,romance-m m romance,no,111,male,3.93,13101
20237,omega new moon,noah harris,66,149,romance-m m romance,yes,111,male,3.93,13101
20238,omega wildcat,noah harris,44,97,romance-m m romance,yes,111,male,3.93,13101
20239,the most important game,noah harris,44,53,romance-m m romance,yes,111,male,3.93,13101
20240,the excellence habit - how small changes in our mindset can make a big difference in our lives: for all who feel stuck,vlad zachary,177,100,self help,no,3,male,3.42,177
20241,rumble,ellen hopkins,7755,550,young adult,no,45,female,4.23,524766
20243,crank,ellen hopkins,123289,537,young adult,yes,45,female,4.23,524766
20244,burned,ellen hopkins,56830,431,young adult,yes,45,female,4.23,524766
20245,impulse,ellen hopkins,69043,666,young adult,yes,45,female,4.23,524766
20246,identical,ellen hopkins,55447,565,young adult,no,45,female,4.23,524766
20247,glass,ellen hopkins,60006,681,young adult,yes,45,female,4.23,524766
20248,tricks,ellen hopkins,33791,627,young adult,yes,45,female,4.23,524766
20249,fallout,ellen hopkins,30700,665,young adult,yes,45,female,4.23,524766
20250,perfect,ellen hopkins,24992,622,young adult,yes,45,female,4.23,524766
20251,tilt,ellen hopkins,14839,608,young adult,no,45,female,4.23,524766
20252,smoke,ellen hopkins,11177,543,young adult,yes,45,female,4.23,524766
20253,man-eaters of kumaon,jim corbett,4007,228,nonfiction,no,40,male,4.34,9219
20254,a corner of the universe,ann m. martin,13958,224,young adult,no,675,female,3.88,478244
20255,"the babysitters club collection #3 (the babysitters club, #7-9)",ann m. martin,503,448,childrens,no,675,female,3.88,478244
20256,ma and pa dracula,ann m. martin,203,128,fiction,no,675,female,3.88,478244
20257,rain reign,ann m. martin,18726,226,childrens-middle grade,no,675,female,3.88,478244
20258,the runaway dolls,ann m. martin,3250,352,fantasy,yes,675,female,3.88,478244
20259,the meanest doll in the world,ann m. martin,6024,304,fantasy,yes,675,female,3.88,478244
20260,baby-sitters on board!,ann m. martin,4656,224,young adult,yes,675,female,3.88,478244
20261,a dog's life: the autobiography of a stray,ann m. martin,14042,208,animals,yes,675,female,3.88,478244
20262,the doll people,ann m. martin,14300,288,fantasy,yes,675,female,3.88,478244
20263,the wind guardian,frank scozzari,586,297,thriller,no,42,male,3.93,1130
20264,in the beginning,chaim potok,2609,416,fiction,no,28,male,4.09,156275
20265,the book of lights,chaim potok,2209,370,fiction,no,28,male,4.09,156275
20266,the gift of asher lev,chaim potok,7003,384,fiction,yes,28,male,4.09,156275
20267,wanderings,chaim potok,970,576,history,no,28,male,4.09,156275
20268,the chosen,chaim potok,82834,304,fiction,yes,28,male,4.09,156275
20269,my name is asher lev,chaim potok,35492,369,fiction,yes,28,male,4.09,156275
20270,the promise,chaim potok,12227,368,fiction,yes,28,male,4.09,156275
20271,davita's harp,chaim potok,5543,371,fiction,no,28,male,4.09,156275
20272,the god players,phil valentine,35,356,fiction,no,8,male,4.2,495
20273,the legend of parshu-raam,vineet aggarwal,203,240,fantasy-mythology,no,4,male,4.03,646
20274,kitchens of the great midwest,j. ryan stradal,34749,310,fiction,no,6,male,3.87,49310
20275,wicked series complete box set,m.s. parker,314,583,romance,yes,208,female,4.17,109514
20276,"twisted affair, vol. 1",m.s. parker,418,150,adult fiction-erotica,yes,208,female,4.17,109514
20277,sinful desires: vol. ii,m.s. parker,603,80,adult fiction-erotica,yes,208,female,4.17,109514
20278,sinful desires: vol. iii,m.s. parker,562,84,romance,yes,208,female,4.17,109514
20279,sinful desires: vol. i,m.s. parker,912,82,adult fiction-erotica,yes,208,female,4.17,109514
20280,in the after,demitria lunetta,11820,455,young adult,yes,20,female,4.0,18020
20281,in the end,demitria lunetta,4452,432,young adult,yes,20,female,4.0,18020
